"CODE,C,6","VALIDCODE,L","DESC,C,38"
8295,จริง,Inject tendon of hand
8296,จริง,Hand sft tissu injec NEC
8299,จริง,Hand mus/ten/fas/ops NEC
830,เท็จ,INCIS MUS/TEND/FASC/BURS
8301,จริง,Tendon sheath explorat
8302,จริง,Myotomy
8303,จริง,Bursotomy
8309,จริง,Soft tissue incision NEC
831,เท็จ,MUSCL/TEND/FASC DIVISION
8311,จริง,Achillotenotomy
8312,จริง,Adductor tenotomy of hip
8313,จริง,Other tenotomy
8314,จริง,Fasciotomy
8319,จริง,Soft tissue division NEC
832,เท็จ,MUS/TEN/FAS/BURS DX PROC
8321,จริง,Open biopsy soft tissue
8329,จริง,Soft tissue dx proc NEC
833,เท็จ,EXC LES MUS/TEN/FAS/BURS
8331,จริง,Excis les tendon sheath
8332,จริง,Excis lesion of muscle
8339,จริง,Exc les soft tissue NEC
834,เท็จ,OTHER EXCIS MUS/TEN/FASC
8341,จริง,Tendon excision for grft
8342,จริง,Other tenonectomy
8343,จริง,Musc/fasc excis for grft
8344,จริง,Other fasciectomy
8345,จริง,Other myectomy
8349,จริง,Other soft tissue excis
835,จริง,Bursectomy
836,เท็จ,SUTURE MUSCL/TENDON/FASC
8361,จริง,Tendon sheath suture
8362,จริง,Delayed tendon suture
8363,จริง,Rotator cuff repair
8364,จริง,Other suture of tendon
8365,จริง,Other muscle/fasc suture
837,เท็จ,MUSCLE/TENDON RECONSTRUC
8371,จริง,Tendon advancement
8372,จริง,Tendon recession
8373,จริง,Tendon reattachment
8374,จริง,Muscle reattachment
8375,จริง,Tendon trnsfr/transplant
8376,จริง,Other tendon transposit
8377,จริง,Muscle trnsfr/transplant
8379,จริง,Other muscle transposit
838,เท็จ,OTH MUS/TEN/FAS PLAST OP
8381,จริง,Tendon graft
8382,จริง,Muscle or fascia graft
8383,จริง,Tendon pulley reconstruc
8384,จริง,Clubfoot release NEC
8385,จริง,Musc/tend lng change NEC
8386,จริง,Quadricepsplasty
8387,จริง,Other plastic ops muscle
8388,จริง,Other plastic ops tendon
8389,จริง,Other plastic ops fascia
839,เท็จ,OTHER MUS/TEN/FAS/BUR OP
8391,จริง,Adhesiolysis mus/ten/fas
8392,จริง,Insert skel musc stimula
8393,จริง,Remov skel musc stimulat
8394,จริง,Aspiration of bursa
8395,จริง,Soft tissue aspirat NEC
8396,จริง,Injection into bursa
8397,จริง,Injection into tendon
8398,จริง,Soft tissue inject NEC
8399,จริง,Mus/ten/fas/bur op NEC
840,เท็จ,AMPUTATION OF UPPER LIMB
8400,จริง,Upper limb amputat NOS
8401,จริง,Finger amputation
8402,จริง,Thumb amputation
8403,จริง,Amputation through hand
8404,จริง,Disarticulation of wrist
8405,จริง,Amputation thru forearm
8406,จริง,Disarticulation of elbow
8407,จริง,Amputation thru humerus
8408,จริง,Shoulder disarticulation
8409,จริง,Forequarter amputation
841,เท็จ,AMPUTATION OF LOWER LIMB
8410,จริง,Lower limb amputat NOS
8411,จริง,Toe amputation
8412,จริง,Amputation through foot
8413,จริง,Disarticulation of ankle
8414,จริง,Amputat through malleoli
8415,จริง,Below knee amputat NEC
8416,จริง,Disarticulation of knee
8417,จริง,Above knee amputation
8418,จริง,Disarticulation of hip
8419,จริง,Hindquarter amputation
842,เท็จ,EXTREMITY REATTACHMENT
8421,จริง,Thumb reattachment
8422,จริง,Finger reattachment
8423,จริง,Forearm/wrist/hand reatt
8424,จริง,Upper arm reattachment
8425,จริง,Toe reattachment
8426,จริง,Foot reattachment
8427,จริง,Lower leg/ankle reattach
8428,จริง,Thigh reattachment
8429,จริง,Reattachment NEC
843,จริง,Amputation stump revis
844,เท็จ,IMPLANT/FIT PROSTH LIMB
8440,จริง,Implnt/fit pros limb NOS
8441,จริง,Fit up arm/should prosth
8442,จริง,Fit lo arm/hand prosthes
8443,จริง,Fit arm prosthesis NOS
8444,จริง,Implant arm prosthesis
8445,จริง,Fit above knee prosthes
8446,จริง,Fit below knee prosthes
8447,จริง,Fit leg prosthesis NOS
8448,จริง,Implant leg prosthesis
845,เท็จ,IMPLANT OTH MS DEV&SUBS
8451,จริง,Ins spinal fusion device
8452,จริง,Insert recombinant bmp
8453,จริง,Imp limb length kinetic
8454,จริง,Impl other limb length
8455,จริง,Ins bone void filler
8456,จริง,Ins or rep cement spacer
8457,จริง,Removal of cement spacer
8459,จริง,Insert othr spin device
846,เท็จ,REPLACMNT OF SPINAL DISC
8460,จริง,Insert disc pros NOS
8461,จริง,Ins part disc pros cerv
8462,จริง,Ins tot disc prost cerv
8463,จริง,Ins spin disc pros thor
8464,จริง,Ins part disc pros lumb
8465,จริง,Ins totl disc pros lumb
8466,จริง,Revise disc prost cerv
8467,จริง,Revise disc prost thora
8468,จริง,Revise disc prosth lumb
8469,จริง,Revise disc prosth NOS
847,เท็จ,ADJUNCT EXT FIX DEV
8471,จริง,App ext fix dev-monoplan
8472,จริง,App ext fix dev-ring sys
8473,จริง,App hybrid ext fix dev
8480,จริง,Ins/repl interspine dev
8481,จริง,Rev interspine device
8482,จริง,Ins/repl pdcl stabil dev
8483,จริง,Rev pedcl dyn stabil dev
8484,จริง,Ins/repl facet replc dev
8485,จริง,Rev facet replace device
849,เท็จ,OTHER MUSCULOSKELETAL OP
8491,จริง,Amputation NOS
8492,จริง,Separat equal join twin
8493,จริง,Separat unequl join twin
8494,จริง,Ins stern fix dev w rig pl
8499,จริง,Musculoskeletal op NEC
850,จริง,Mastotomy
851,เท็จ,BREAST DIAGNOSTIC PROCS
8511,จริง,Closed breast biopsy
8512,จริง,Open breast biopsy
8519,จริง,Breast dx procedure NEC
852,เท็จ,BREAST TISSUE DESTRUCT
8520,จริง,Breast tissu destruc NOS
8521,จริง,Local excis breast les
8522,จริง,Quadrant resect breast
8523,จริง,Subtotal mastectomy
8524,จริง,Exc ectopic breast tissu
8525,จริง,Excision of nipple
853,เท็จ,RED MAMMOPL/SUBQ MAMMECT
8531,จริง,Unilat reduct mammoplast
8532,จริง,Bilat reduct mammoplasty
8533,จริง,Unil subq mammect-implnt
8534,จริง,Unilat subq mammect NEC
8535,จริง,Bil subq mammect-implant
8536,จริง,Bilat subq mammectom NEC
854,เท็จ,MASTECTOMY
8541,จริง,Unilat simple mastectomy
8542,จริง,Bilat simple mastectomy
8543,จริง,Unilat exten simp mastec
8544,จริง,Bilat extend simp mastec
8545,จริง,Unilat radical mastectom
8546,จริง,Bilat radical mastectomy
8547,จริง,Unil ext rad mastectomy
8548,จริง,Bil exten rad mastectomy
855,เท็จ,AUGMENTATION MAMMOPLASTY
8550,จริง,Augment mammoplasty NOS
8551,จริง,Unil breast injec-augmen
8552,จริง,Bil breast injec-augment
8553,จริง,Unilat breast implant
8554,จริง,Bilateral breast implant
8555,จริง,Fat graft to breast
856,จริง,Mastopexy
857,จริง,Total breast reconstruct
8570,จริง,Tot reconst breast NOS
8571,จริง,Latiss dorsi myocut flap
8572,จริง,"TRAM flap, pedicled"
8573,จริง,"TRAM flap, free"
8574,จริง,"DIEP flap, free"
8575,จริง,"SIEA flap, free"
8576,จริง,"GAP flap, free"
8579,จริง,Tot reconst breast NEC
858,เท็จ,OTHER BREAST REPAIR
8581,จริง,Suture breast laceration
8582,จริง,Breast split-thick graft
8583,จริง,Breast full-thick graft
8584,จริง,Breast pedicle graft
8585,จริง,Breast muscle flap graft
8586,จริง,Transposition of nipple
8587,จริง,Nipple repair NEC
8589,จริง,Mammoplasty NEC
859,เท็จ,OTHER BREAST OPERATIONS
8591,จริง,Aspiration of breast
8592,จริง,Breast injection
8593,จริง,Breast implant revision
8594,จริง,Breast implant removal
8595,จริง,Inser breast tissu expan
8596,จริง,Remov breast tissu expan
8599,จริง,Breast operation NEC
860,เท็จ,INCISION SKIN & SUBQ
8601,จริง,Aspiration skin & subq
8602,จริง,Skin defect tattooing
8603,จริง,Incision pilonidal sinus
8604,จริง,Other skin & subq I&D
8605,จริง,Removal fb/dev from skin
8606,จริง,Insert infusion pump
8607,จริง,Insert vasc access dev
8609,จริง,Skin & subq incision NEC
861,เท็จ,SKIN & SUBQ DIAGNOS PROC
8611,จริง,Closed bx skin/subcut tiss
8619,จริง,Skin & subq dx proc NEC
862,เท็จ,DESTRUCT OF SKIN LESION
8621,จริง,Excision of pilonid cyst
8622,จริง,Exc wound debridement
8623,จริง,Nail removal
8624,จริง,Skin chemosurgery
8625,จริง,Dermabrasion
8626,จริง,Ligation dermal appendag
8627,จริง,Debridement of nail
8628,จริง,Nonexcis debridement wnd
863,จริง,Other local destruc skin
864,จริง,Radical excis skin les
865,เท็จ,SKIN & SUBQ SUTURE
8651,จริง,Replantation of scalp
8659,จริง,Skin closure NEC
866,เท็จ,FREE SKIN GRAFT
8660,จริง,Free skin graft NOS
8661,จริง,Full-thick hand skin grf
8662,จริง,Hand skin graft NEC
8663,จริง,Full-thick skin grft NEC
8664,จริง,Hair transplant
8665,จริง,Heterograft to skin
8666,จริง,Homograft to skin
8667,จริง,Dermal regener graft
8669,จริง,Free skin graft NEC
867,เท็จ,PEDICLE GRAFTS OR FLAPS
8670,จริง,Pedicle graft/flap NOS
8671,จริง,Cut & prep pedicle graft
8672,จริง,Pedicle graft advancemen
8673,จริง,Attach pedicle to hand
8674,จริง,Attach pedicle graft NEC
8675,จริง,Revision of pedicle grft
868,เท็จ,OTHER SKIN & SUBQ REPAIR
8681,จริง,Repair facial weakness
8682,จริง,Facial rhytidectomy
8683,จริง,Size reduct plastic op
8684,จริง,Relaxation of scar
8685,จริง,Syndactyly correction
8686,จริง,Onychoplasty
8687,จริง,Fat graft skin&subcut tis
8689,จริง,Skin repair & plasty NEC
869,เท็จ,OTHER SKIN & SUBQ OPS
8690,จริง,Extract fat for graft/bank
8691,จริง,Skin excision for graft
8692,จริง,Epilation of skin
8693,จริง,Insert tissue expander
8694,จริง,Ins/repl single pul gen
8695,จริง,"Ins/repl mul array pulse gen, not spec"
8696,จริง,Insert/repl oth neurost
8697,จริง,"Ins/rep 1 pul gen,rechrg"
8698,จริง,Ins/repl mul array rechrg pulse gen
8699,จริง,Skin & subq op NEC
870,เท็จ,HEAD/NECK SOFT TISS XRAY
8701,จริง,Pneumoencephalogram
8702,จริง,Brain/skull contrst xray
8703,จริง,CT of head
8704,จริง,Head tomography NEC
8705,จริง,Contrast dacryocystogram
8706,จริง,Nasophary contrast x-ray
8707,จริง,Contrast laryngogram
8708,จริง,Cervical lymphangiogram
8709,จริง,Head soft tiss x-ray NEC
871,เท็จ,OTHER HEAD/NECK X-RAY
8711,จริง,Full-mouth x-ray
8712,จริง,Dental x-ray NEC
8713,จริง,TM contrast arthrogram
8714,จริง,Contrast x-ray of orbit
8715,จริง,Contrast x-ray of sinus
8716,จริง,Facial bone x-ray NEC
8717,จริง,Skull x-ray NEC
872,เท็จ,X-RAY OF SPINE
8721,จริง,Contrast myelogram
8722,จริง,Cervical spine x-ray NEC
8723,จริง,Thoracic spine x-ray NEC
8724,จริง,Lumbosac spine x-ray NEC
8729,จริง,Spinal x-ray NEC
873,เท็จ,THORAX SOFT TISSUE X-RAY
8731,จริง,Endotracheal bronchogram
8732,จริง,Contrast bronchogram NEC
8733,จริง,Mediastinal pneumogram
8734,จริง,Intrathor lymphangiogram
8735,จริง,Contr mammary ductogram
8736,จริง,Breast xerography
8737,จริง,Mammography NEC
8738,จริง,Chest wall sinogram
8739,จริง,Thorax sft tiss xray NEC
874,เท็จ,OTHER X-RAY OF THORAX
8741,จริง,CT of thorax
8742,จริง,Thoracic tomography NEC
8743,จริง,Rib/sternum/clavic x-ray
8744,จริง,Routine chest x-ray
8749,จริง,Chest x-ray NEC
875,เท็จ,BILIARY TRACT X-RAY
8751,จริง,Perc hepat cholangiogram
8752,จริง,Intraven cholangiogram
8753,จริง,Intraoper cholangiogram
8754,จริง,Cholangiogram NEC
8759,จริง,Biliary tract x-ray NEC
876,เท็จ,OTHER DIGESTIVE SYS XRAY
8761,จริง,Barium swallow
8762,จริง,Upper GI series
8763,จริง,Small bowel series
8764,จริง,Lower GI series
8765,จริง,Intestinal x-ray NEC
8766,จริง,Contrast pancreatogram
8769,จริง,Digestive tract xray NEC
877,เท็จ,X-RAY OF URINARY SYSTEM
8771,จริง,CT of kidney
8772,จริง,Nephrotomogram NEC
8773,จริง,Intravenous pyelogram
8774,จริง,Retrograde pyelogram
8775,จริง,Percutaneous pyelogram
8776,จริง,Retrogr cystourethrogram
8777,จริง,Cystogram NEC
8778,จริง,Ileal conduitogram
8779,จริง,Urinary system x-ray NEC
878,เท็จ,FEMALE GENITAL X-RAY
8781,จริง,X-ray of gravid uterus
8782,จริง,Gas hysterosalpingogram
8783,จริง,Dye hysterosalpingogram
8784,จริง,Percutaneous hysterogram
8785,จริง,Tube & uterus x-ray NEC
8789,จริง,Female genital x-ray NEC
879,เท็จ,MALE GENITAL X-RAY
8791,จริง,Contr semin vesiculogram
8792,จริง,Prostat/sem ves xray NEC
8793,จริง,Contrast epididymogram
8794,จริง,Contrast vasogram
8795,จริง,Epididymis/vas x-ray NEC
8799,จริง,Male genital x-ray NEC
880,เท็จ,SOFT TISSUE X-RAY ABDOM
8801,จริง,CT of abdomen
8802,จริง,Abdominal tomography NEC
8803,จริง,Abdominal wall sinogram
8804,จริง,Abdominal lymphangiogram
8809,จริง,Abdominal wall x-ray NEC
881,เท็จ,OTHER X-RAY OF ABDOMEN
8811,จริง,Pelvic dye contrast xray
8812,จริง,Pelvic gas contrast xray
8813,จริง,Periton pneumogram NEC
8814,จริง,Retroperiton fistulogram
8815,จริง,Retroperiton pneumogram
8816,จริง,Retroperitoneal xray NEC
8819,จริง,Abdominal x-ray NEC
882,เท็จ,SKEL XRAY-LIMBS & PELVIS
8821,จริง,Skl xray-shoulder/up arm
8822,จริง,Skel xray-elbow/forearm
8823,จริง,Skel xray-wrist & hand
8824,จริง,Skel xray-upper limb NOS
8825,จริง,Pelvimetry
8826,จริง,Skel xray-pelvis/hip NEC
8827,จริง,Skel xray-thigh/knee/leg
8828,จริง,Skel xray-ankle & foot
8829,จริง,Skel xray-lower limb NOS
883,เท็จ,OTHER X-RAY
8831,จริง,Skeletal series x-ray
8832,จริง,Contrast arthrogram
8833,จริง,Other skeletal x-ray
8834,จริง,Upper limb lymphangiogrm
8835,จริง,Up limb sft tis xray NEC
8836,จริง,Lower limb lymphangiogrm
8837,จริง,Lo limb sft tis xray NEC
8838,จริง,Other computed tomography
8839,จริง,X-ray NEC and NOS
884,เท็จ,CONTRAST ARTERIOGRAPHY
8840,จริง,Contrast arteriogram NOS
8841,จริง,Contr cerebr arteriogram
8842,จริง,Contrast aortogram
8843,จริง,Contr pulmon arteriogram
8844,จริง,Contr thor arteriogr NEC
8845,จริง,Contrast renal arteriogr
8846,จริง,Contrast placentogram
8847,จริง,Contr abd arteriogrm NEC
8848,จริง,Contrast arteriogram-leg
8849,จริง,Contrast arteriogram NEC
885,เท็จ,CONTRAST ANGIOCARDIOGRAM
8850,จริง,Angiocardiography NOS
8851,จริง,Vena cav angiocardiogram
8852,จริง,Rt heart angiocardiogram
8853,จริง,Lt heart angiocardiogram
8854,จริง,Rt & lt heart angiocard
8855,จริง,Coronar arteriogr-1 cath
8856,จริง,Coronar arteriogr-2 cath
8857,จริง,Coronary arteriogram NEC
8858,จริง,Negatve-contr cardiogram
8859,จริง,Intraop cor flr vas angiography
886,เท็จ,PHLEBOGRAPHY
8860,จริง,Contrast phlebogram NOS
8861,จริง,Contr phlebogram-hd/neck
8862,จริง,Contr phlebogram-pulmon
8863,จริง,Thorac contr phlebog NEC
8864,จริง,Portal contr phlebogram
8865,จริง,Abd contr phlebogram NEC
8866,จริง,Contrast phlebogram-leg
8867,จริง,Contrast phlebogram NEC
8868,จริง,Impedance phlebogram
887,เท็จ,DIAGNOSTIC ULTRASOUND
8871,จริง,Dx ultrasound-head/neck
8872,จริง,Dx ultrasound-heart
8873,จริง,Dx ultrasound-thorax NEC
8874,จริง,Dx ultrasound-digestive
8875,จริง,Dx ultrasound-urinary
8876,จริง,Dx ultrasound-abdomen
8877,จริง,Dx ultrasound-vascular
8878,จริง,Dx ultrasound-grav uter
8879,จริง,Dx ultrasound NEC
888,เท็จ,THERMOGRAPHY
8881,จริง,Cerebral thermography
8882,จริง,Ocular thermography
8883,จริง,Bone thermography
8884,จริง,Muscle thermography
8885,จริง,Breast thermography
8886,จริง,Blood vessel thermograph
8889,จริง,Thermography NEC
889,เท็จ,OTHER DIAGNOSTIC IMAGING
8890,จริง,Diagnostic imaging NOS
8891,จริง,Mri of brain & brainstem
8892,จริง,Mri chest & heart
8893,จริง,Mri spinal canal
8894,จริง,Mri musculoskeletal
8895,จริง,"Mri pelvis,prostate,blad"
8896,จริง,Oth intraop mag res imag
8897,จริง,Magnetic res image unsp
8898,จริง,Bone mineral density
890,เท็จ,DX INTERVIEW/CONSUL/EXAM
8901,จริง,Brief interview & evalua
8902,จริง,Limited interview/evalua
8903,จริง,Comprehen interview/eval
8904,จริง,Interview & evaluat NEC
8905,จริง,Interview & evaluat NOS
8906,จริง,Limited consultation
8907,จริง,Comprehensive consultat
8908,จริง,Consultation NEC
8909,จริง,Consultation NOS
891,เท็จ,NERVOUS SYS-EXAMINATION
8910,จริง,Intracarot amobarb test
8911,จริง,Tonometry
8912,จริง,Nasal function study
8913,จริง,Neurologic examination
8914,จริง,Electroencephalogram
8915,จริง,Neurologic func test NEC
8916,จริง,Skull transilluminat
8917,จริง,Polysomnogram
8918,จริง,Oth sleep dis funct test
8919,จริง,Video/radio eeg monitor
892,เท็จ,GU SYSTEM-EXAMINATION
8921,จริง,Urinary manometry
8922,จริง,Cystometrogram
8923,จริง,Urethral sphincter emg
8924,จริง,Uroflowmetry
8925,จริง,Urethral pressure profil
8926,จริง,Gynecologic examination
8929,จริง,Other GU system exams
893,เท็จ,OTHER EXAMINATIONS
8931,จริง,Dental examination
8932,จริง,Esophageal manometry
8933,จริง,Digital enterostomy exam
8934,จริง,Digital rectal exam
8935,จริง,Nasal sinus transillumin
8936,จริง,Manual exam of breast
8937,จริง,Vital capacity determin
8938,จริง,Respiratory measure NEC
8939,จริง,Nonoperative exams NEC
894,เท็จ,PACEMKR/CARD STRESS TEST
8941,จริง,Treadmill stress test
8942,จริง,Masters' 2-step test
8943,จริง,Bicycle ergometer test
8944,จริง,Cardiac stress test NEC
8945,จริง,Pacemaker rate check
8946,จริง,Pacemaker wave form chck
8947,จริง,Pacemaker impedance chck
8948,จริง,Pacemaker volt threshold
8949,จริง,Aicd check
895,เท็จ,OTHER CARDIAC FUNCT TEST
8950,จริง,Ambu cardiac monitoring
8951,จริง,Rhythm electrocardiogram
8952,จริง,Electrocardiogram
8953,จริง,Vectorcardiogram
8954,จริง,Electrocardiograph monit
8955,จริง,Phonocardiogram
8956,จริง,Carotid pulse tracing
8957,จริง,Apexcardiogram
8958,จริง,Plethysmogram
8959,จริง,Nonop cardiac/vasc exam
896,เท็จ,CIRCULATORY MONITORING
8960,จริง,Cnt intraart bld gas mon
8961,จริง,Arterial pressure monit
8962,จริง,CVP monitoring
8963,จริง,Pulmon art press monitor
8964,จริง,Pulmon art wedge monitor
8965,จริง,Arterial bld gas measure
8966,จริง,Mix venous bld gas meas
8967,จริง,Oxygen consumption monit
8968,จริง,Oth cardiac mon output
8969,จริง,Coronary bld flow monit
897,จริง,General physical exam
898,จริง,Autopsy
900,เท็จ,MICRO EXAM-NERVOUS SYST
9001,จริง,Bact smear-nervous syst
9002,จริง,Culture-nervous syst
9003,จริง,C&S-nervous syst
9004,จริง,Parasitology-nerv syst
9005,จริง,Toxicology-nervous syst
9006,จริง,Cell blk/pap-nervous sys
9009,จริง,Micro exam-nervous NEC
901,เท็จ,MICRO EXAM-ENDOCRINE
9011,จริง,Bact smear-endocrine
9012,จริง,Culture-endocrine
9013,จริง,C&S-endocrine
9014,จริง,Parasitology-endocrine
9015,จริง,Toxicology-endocrine
9016,จริง,Cell block/pap-endocrine
9019,จริง,Micro exam-endocrine NEC
902,เท็จ,MICRO EXAM-EYE
9021,จริง,Bact smear-eye
9022,จริง,Culture-eye
9023,จริง,C&S-eye
9024,จริง,Parasitology-eye
9025,จริง,Toxicology-eye
9026,จริง,Cell block/pap-eye
9029,จริง,Micro exam-eye NEC
903,เท็จ,MICRO EXAM-ENT/LARYNX
9031,จริง,Bact smear-ent/larynx
9032,จริง,Culture-ent/larynx
9033,จริง,C&S-ent/larynx
9034,จริง,Parasitology-ent/larynx
9035,จริง,Toxicology-ent/larynx
9036,จริง,Cell block/pap-ent/laryn
9039,จริง,Micro exam-ent/laryn NEC
904,เท็จ,MICRO EXAM-LOWER RESP
9041,จริง,Bact smear-lower resp
9042,จริง,Culture-lower resp
9043,จริง,C&S-lower resp
9044,จริง,Parasitology-lower resp
9045,จริง,Toxicology-lower resp
9046,จริง,Cell block/pap-lowr resp
9049,จริง,Micro exam-lowr resp NEC
905,เท็จ,MICRO EXAM-BLOOD
9051,จริง,Bact smear-blood
9052,จริง,Culture-blood
9053,จริง,C&S-blood
9054,จริง,Parasitology-blood
9055,จริง,Toxicology-blood
9056,จริง,Cell block/pap-blood
9059,จริง,Micro exam-blood NEC
906,เท็จ,MICRO EXAM-SPLEEN/MARROW
9061,จริง,Bact smear-spleen/marrow
9062,จริง,Culture-spleen/marrow
9063,จริง,C&S-spleen/marrow
9064,จริง,Parasitol-spleen/marrow
9065,จริง,Toxicology-spleen/marrow
9066,จริง,Cell blk/pap-spleen/marr
9069,จริง,Micro exam-spln/marr NEC
907,เท็จ,MICRO EXAM-LYMPH SYSTEM
9071,จริง,Bact smear-lymph system
9072,จริง,Culture-lymph system
9073,จริง,C&S-lymph system
9074,จริง,Parasitology-lymph sys
9075,จริง,Toxicology-lymph system
9076,จริง,Cell blk/pap-lymph sys
9079,จริง,Micro exam-lymph sys NEC
908,เท็จ,MICRO EXAM-UPPER GI
9081,จริง,Bact smear-upper GI
9082,จริง,Culture-upper GI
9083,จริง,C&S-upper GI
9084,จริง,Parasitology-upper GI
9085,จริง,Toxicology-upper GI
9086,จริง,Cell blk/pap-upper GI
9089,จริง,Micro exam-upper GI NEC
909,เท็จ,MICRO EXAM-LOWER GI
9091,จริง,Bact smear-lower GI
9092,จริง,Culture-lower GI
9093,จริง,C&S-lower GI
9094,จริง,Parasitology-lower GI
9095,จริง,Toxicology-lower GI
9096,จริง,Cell blk/pap-lower GI
9099,จริง,Micro exam-lower GI NEC
910,เท็จ,MICRO EXAM-BILI/PANCREAS
9101,จริง,Bact smear-bili/pancreas
9102,จริง,Culture-bili/pancreas
9103,จริง,C&S-bili/pancreas
9104,จริง,Parasitology-bili/pancr
9105,จริง,Toxicology-bili/pancreas
9106,จริง,Cell blk/pap-bili/pancre
9109,จริง,Micro exam-bili/panc NEC
911,เท็จ,MICRO EXAM-PERITONEUM
9111,จริง,Bact smear-peritoneum
9112,จริง,Culture-peritoneum
9113,จริง,C&S-peritoneum
9114,จริง,Parasitology-peritoneum
9115,จริง,Toxicology-peritoneum
9116,จริง,Cell blk/pap-peritoneum
9119,จริง,Micro exam-periton NEC
912,เท็จ,MICRO EXAM-UPPER URINARY
9121,จริง,Bact smear-upper urinary
9122,จริง,Culture-upper urinary
9123,จริง,C&S-upper urinary
9124,จริง,Parasitology-upper urin
9125,จริง,Toxicology-upper urinary
9126,จริง,Cell blk/pap-upper urin
9129,จริง,Micro exam-uppr urin NEC
913,เท็จ,MICRO EXAM-LOWER URINARY
9131,จริง,Bact smear-lower urinary
9132,จริง,Culture-lower urinary
9133,จริง,C&S-lower urinary
9134,จริง,Parasitlolgy-lower urin
9135,จริง,Toxicology-lower urinary
9136,จริง,Cell blk/pap-lower urin
9139,จริง,Micro exam-low urin NEC
914,เท็จ,MICRO EXAM-FEMALE GENIT
9141,จริง,Bact smear-female genit
9142,จริง,Culture-female genital
9143,จริง,C&S-female genital
9144,จริง,Parasitology-female gen
9145,จริง,Toxicology-female genit
9146,จริง,Cell blk/pap-female gen
9149,จริง,Micro exam-femal gen NEC
915,เท็จ,MICRO EXAM-MUSCULOSKEL
9151,จริง,Bact smear-musculoskel
9152,จริง,Culture-musculoskeletal
9153,จริง,C&S-musculoskeletal
9154,จริง,Parasitology-musculoskel
9155,จริง,Toxicology-musculoskel
9156,จริง,Cell blk/pap-musculoskel
9159,จริง,Micro exam-musculosk NEC
916,เท็จ,MICRO EXAM-INTEGUMENT
9161,จริง,Bact smear-integument
9162,จริง,Culture-integument
9163,จริง,C&S-integument
9164,จริง,Parasitology-integument
9165,จริง,Toxicology-integument
9166,จริง,Cell blk/pap-integument
9169,จริง,Micro exam-integumen NEC
917,เท็จ,MICRO EXAM-OP WOUND
9171,จริง,Bact smear-op wound
9172,จริง,Culture-op wound
9173,จริง,C&S-op wound
9174,จริง,Parasitology-op wound
9175,จริง,Toxicology-op wound
9176,จริง,Cell blk/pap-op wound
9179,จริง,Micro exam-op wound NEC
918,เท็จ,MICRO EXAM NEC
9181,จริง,Bact smear NEC
9182,จริง,Culture NEC
9183,จริง,C&S NEC
9184,จริง,Parasitology NEC
9185,จริง,Toxicology NEC
9186,จริง,Cell blk/pap NEC
9189,จริง,Micro exam NEC
919,เท็จ,MICRO EXAM NOS
9191,จริง,Bact smear NOS
9192,จริง,Culture NOS
9193,จริง,C&S NOS
9194,จริง,Parasitology NOS
9195,จริง,Toxicology NOS
9196,จริง,Cell blk/pap NOS
9199,จริง,Micro exam NOS
920,เท็จ,ISOTOPE SCAN & FUNCTION
9201,จริง,Thyroid scan/isotop func
9202,จริง,Liver scan/isotope funct
9203,จริง,Renal scan/isotope funct
9204,จริง,Gi scan & isotope funct
9205,จริง,C-vasc scan/isotop funct
9209,จริง,Other isotope function
921,เท็จ,OTHER RADIOISOTOPE SCAN
9211,จริง,Cerebral scan
9212,จริง,Head scan NEC
9213,จริง,Parathyroid scan
9214,จริง,Bone scan
9215,จริง,Pulmonary scan
9216,จริง,Lymphatic system scan
9217,จริง,Placental scan
9218,จริง,Total body scan
9219,จริง,Scan of other sites
922,เท็จ,THERAP RADIOL & NUCL MED
9220,จริง,Inf liquid brachy isotop
9221,จริง,Superficial radiation
9222,จริง,Orthovoltage radiation
9223,จริง,Radioisot teleradiother
9224,จริง,Teleradio using photons
9225,จริง,Electron teleradiotherap
9226,จริง,Particul teleradioth NEC
9227,จริง,Radioactive elem implant
9228,จริง,Isotope inject/instill
9229,จริง,Radiotherapeut proc NEC
923,เท็จ,STEREOTACT RADIOSURGERY
9230,จริง,Stereo radiosurgery NOS
9231,จริง,Sing source radiosurgery
9232,จริง,Multisource radiosurgery
9233,จริง,Particulate radiosurgery
9239,จริง,Stereo radiosurgery NEC
9241,จริง,Intra-op electron rad rx
930,เท็จ,DIAGNOSTIC PHYSICAL THER
9301,จริง,Functional PT evaluation
9302,จริง,Orthotic evaluation
9303,จริง,Prosthetic evaluation
9304,จริง,Manual muscle funct test
9305,จริง,Range of motion testing
9306,จริง,Limb length measurement
9307,จริง,Body measurement
9308,จริง,Electromyography
9309,จริง,Other dx PT procedure
931,เท็จ,PHYS THERAPY EXERCISES
9311,จริง,Assisting exercise
9312,จริง,Activ musculosk exer NEC
9313,จริง,Resistive exercise
9314,จริง,Joint movement training
9315,จริง,Mobilization of spine
9316,จริง,Other joint mobilization
9317,จริง,Pass musculosk exer NEC
9318,จริง,Pt breathing exercise
9319,จริง,Pt exercise NEC
932,เท็จ,OTH PT MUSCULOSKEL MANIP
9321,จริง,Manual & mechan traction
9322,จริง,Ambulat & gait training
9323,จริง,Orthotic device fitting
9324,จริง,Prosthet/orthot training
9325,จริง,Forced limb extension
9326,จริง,Manual rupt joint adhes
9327,จริง,Musc or tend stretching
9328,จริง,Stretching of fascia
9329,จริง,Forcib correct defor NEC
